"","gene_id","gene_type","gene_name"
"59163","ENSG00000286749.1","lncRNA","AC008571.2"
"59164","ENSG00000286750.1","lncRNA","AC015802.7"
"59165","ENSG00000286751.1","lncRNA","AC140168.1"
"59166","ENSG00000286752.1","lncRNA","AC022509.5"
"59167","ENSG00000286753.1","lncRNA","AC091978.1"
"59168","ENSG00000286754.1","lncRNA","AL031290.1"
"59169","ENSG00000286755.1","lncRNA","AC135893.1"
"59170","ENSG00000286756.1","lncRNA","AP000769.6"
"59171","ENSG00000286757.2","lncRNA","AL137139.2"
"59172","ENSG00000286758.1","lncRNA","AL445438.1"
"59173","ENSG00000286759.1","lncRNA","AC092718.9"
"59174","ENSG00000286760.1","lncRNA","AL022069.3"
"59175","ENSG00000286761.1","lncRNA","AC112242.2"
"59176","ENSG00000286763.1","lncRNA","AC012533.1"
"59177","ENSG00000286764.1","lncRNA","AC188617.2"
"59178","ENSG00000286765.1","lncRNA","AP005899.2"
"59179","ENSG00000286766.1","lncRNA","AC091010.1"
"59180","ENSG00000286767.1","lncRNA","AL023877.1"
"59181","ENSG00000286769.1","lncRNA","AC064869.1"
"59182","ENSG00000286770.1","lncRNA","AC100825.1"
"59183","ENSG00000286771.1","lncRNA","AC097658.3"
"59184","ENSG00000286772.1","lncRNA","AC009410.1"
"59185","ENSG00000286773.1","lncRNA","AL353593.3"
"59186","ENSG00000286774.1","lncRNA","AL122003.2"
"59187","ENSG00000286775.1","lncRNA","AL355526.2"
"59188","ENSG00000286776.1","lncRNA","AC093610.1"
"59189","ENSG00000286777.1","lncRNA","AC012301.2"
"59190","ENSG00000286778.1","lncRNA","AC013265.1"
"59191","ENSG00000286779.1","lncRNA","AL139081.2"
"59192","ENSG00000286780.1","lncRNA","AL139379.1"
"59193","ENSG00000286781.1","lncRNA","AC099332.1"
"59194","ENSG00000286782.1","lncRNA","AL355377.3"
"59195","ENSG00000286784.1","lncRNA","AC116611.1"
"59196","ENSG00000286785.1","lncRNA","LINC01622"
"59197","ENSG00000286786.1","lncRNA","AC116158.3"
"59198","ENSG00000286787.1","lncRNA","AL110114.1"
"59199","ENSG00000286788.1","lncRNA","AC004687.3"
"59200","ENSG00000286789.1","lncRNA","AL161645.2"
"59201","ENSG00000286790.1","lncRNA","AC010494.1"
"59202","ENSG00000286791.1","lncRNA","AC079949.5"
"59203","ENSG00000286792.1","lncRNA","AC005703.6"
"59204","ENSG00000286793.1","transcribed_unprocessed_pseudogene","CR848007.3"
"59205","ENSG00000286794.1","lncRNA","Z70719.1"
"59206","ENSG00000286795.1","lncRNA","AL161652.1"
"59207","ENSG00000286796.1","lncRNA","AC010883.2"
"59208","ENSG00000286797.1","lncRNA","AC009315.1"
"59209","ENSG00000286798.1","lncRNA","AC022832.2"
"59210","ENSG00000286799.1","lncRNA","AC124066.1"
"59211","ENSG00000286800.1","lncRNA","AC090348.1"
"59212","ENSG00000286801.1","lncRNA","BX546033.1"
"59213","ENSG00000286802.1","lncRNA","AC104459.1"
"59214","ENSG00000286803.1","lncRNA","AL109824.1"
"59215","ENSG00000286804.1","lncRNA","AC025871.3"
"59216","ENSG00000286805.1","lncRNA","AL138716.1"
"59217","ENSG00000286806.1","lncRNA","AC080005.1"
"59218","ENSG00000286807.1","lncRNA","AC093639.2"
"59219","ENSG00000286808.1","lncRNA","AC092338.3"
"59220","ENSG00000286809.1","lncRNA","AC008964.1"
"59221","ENSG00000286810.1","lncRNA","AL513128.3"
"59222","ENSG00000286811.1","lncRNA","AL353138.1"
"59223","ENSG00000286812.1","lncRNA","AP001120.5"
"59224","ENSG00000286813.1","lncRNA","AC015871.6"
"59225","ENSG00000286815.1","lncRNA","AP005242.5"
"59226","ENSG00000286816.1","lncRNA","AP005273.2"
"59227","ENSG00000286817.1","lncRNA","AC105339.6"
"59228","ENSG00000286818.1","lncRNA","AC008496.3"
"59229","ENSG00000286819.1","lncRNA","Z98745.1"
"59230","ENSG00000286820.1","lncRNA","AL590027.1"
"59231","ENSG00000286821.1","lncRNA","AC019193.4"
"59232","ENSG00000286822.1","lncRNA","AC112504.3"
"59233","ENSG00000286823.1","lncRNA","AL583829.1"
"59234","ENSG00000286824.1","lncRNA","AL353704.2"
"59235","ENSG00000286825.1","lncRNA","AL096870.10"
"59236","ENSG00000286826.1","lncRNA","AL136129.1"
"59237","ENSG00000286827.1","lncRNA","AC072026.2"
"59238","ENSG00000286828.1","lncRNA","AC008883.3"
"59239","ENSG00000286829.1","lncRNA","AC093798.1"
"59240","ENSG00000286830.1","lncRNA","AC105052.5"
"59241","ENSG00000286831.1","lncRNA","AC244472.1"
"59242","ENSG00000286832.1","lncRNA","AL157831.3"
"59243","ENSG00000286833.1","lncRNA","AC097532.3"
"59244","ENSG00000286834.1","lncRNA","AL360020.1"
"59245","ENSG00000286835.1","lncRNA","AL133477.1"
"59246","ENSG00000286836.1","lncRNA","AC092844.1"
"59247","ENSG00000286837.1","lncRNA","AC087533.1"
"59248","ENSG00000286838.1","lncRNA","AL356379.2"
"59249","ENSG00000286839.1","lncRNA","AC093240.1"
"59250","ENSG00000286840.1","lncRNA","AL451127.2"
"59251","ENSG00000286841.1","lncRNA","AC010528.2"
"59252","ENSG00000286842.1","lncRNA","AL353752.2"
"59253","ENSG00000286843.1","lncRNA","AL160159.1"
"59254","ENSG00000286844.1","lncRNA","AC068688.1"
"59255","ENSG00000286845.1","lncRNA","AC007343.1"
"59256","ENSG00000286846.1","lncRNA","Z93943.1"
"59257","ENSG00000286847.1","lncRNA","AC007036.5"
"59258","ENSG00000286848.1","lncRNA","AC009570.2"
"59259","ENSG00000286849.1","lncRNA","AC009152.6"
"59260","ENSG00000286850.1","lncRNA","AL358232.2"
"59261","ENSG00000286851.1","lncRNA","AC097517.1"
"59262","ENSG00000286852.1","lncRNA","AP000696.3"
"59263","ENSG00000286853.1","lncRNA","AC008786.1"
"59264","ENSG00000286854.1","lncRNA","AC079382.2"
"59265","ENSG00000286855.1","lncRNA","AC074024.1"
"59266","ENSG00000286856.1","lncRNA","AC061708.1"
"59267","ENSG00000286857.1","lncRNA","AC007463.2"
"59268","ENSG00000286858.1","lncRNA","AL355361.1"
"59269","ENSG00000286859.1","lncRNA","AL158214.2"
"59270","ENSG00000286860.1","lncRNA","AC093840.2"
"59271","ENSG00000286861.1","lncRNA","AL049779.4"
"59272","ENSG00000286862.1","lncRNA","AC017037.5"
"59273","ENSG00000286863.1","lncRNA","AL513166.1"
"59274","ENSG00000286864.1","lncRNA","AC012076.1"
"59275","ENSG00000286865.1","lncRNA","AL391097.3"
"59276","ENSG00000286866.1","lncRNA","AC006063.3"
"59277","ENSG00000286867.1","lncRNA","AC008798.3"
"59278","ENSG00000286868.1","lncRNA","AC074290.1"
"59279","ENSG00000286869.1","lncRNA","AC022276.1"
"59280","ENSG00000286870.1","lncRNA","AL121981.1"
"59281","ENSG00000286871.1","lncRNA","AL139090.1"
"59282","ENSG00000286872.1","lncRNA","AC024270.4"
"59283","ENSG00000286873.1","lncRNA","AC012306.3"
"59284","ENSG00000286874.1","lncRNA","AC072054.1"
"59285","ENSG00000286875.1","lncRNA","AL121977.2"
"59286","ENSG00000286876.1","lncRNA","AC069540.2"
"59287","ENSG00000286877.1","lncRNA","AC090510.4"
"59288","ENSG00000286878.1","lncRNA","AC100805.1"
"59289","ENSG00000286879.1","lncRNA","AC093639.3"
"59290","ENSG00000286880.1","lncRNA","AC005258.2"
"59291","ENSG00000286881.1","lncRNA","AL358780.1"
"59292","ENSG00000286882.1","lncRNA","AC116428.1"
"59293","ENSG00000286883.1","lncRNA","AC005041.5"
"59294","ENSG00000286884.1","lncRNA","AC012060.1"
"59295","ENSG00000286885.1","lncRNA","AL138824.1"
"59296","ENSG00000286886.1","lncRNA","AJ011931.2"
"59297","ENSG00000286887.1","lncRNA","AL355881.1"
"59298","ENSG00000286888.1","lncRNA","AC006427.2"
"59299","ENSG00000286889.1","lncRNA","AC096589.1"
"59300","ENSG00000286890.1","lncRNA","AC055840.1"
"59301","ENSG00000286891.1","lncRNA","AC080132.1"
"59302","ENSG00000286892.1","lncRNA","AC084212.1"
"59303","ENSG00000286893.1","lncRNA","AC015660.5"
"59304","ENSG00000286894.1","lncRNA","AC009141.1"
"59305","ENSG00000286895.1","lncRNA","AC092745.5"
"59306","ENSG00000286896.1","lncRNA","AC112236.3"
"59307","ENSG00000286897.1","lncRNA","AC090515.6"
"59308","ENSG00000286898.1","lncRNA","AL049569.2"
"59309","ENSG00000286899.1","lncRNA","AL139286.2"
"59310","ENSG00000286900.1","lncRNA","AL590235.2"
"59311","ENSG00000286901.1","lncRNA","Z69667.1"
"59312","ENSG00000286902.1","lncRNA","AP001595.2"
"59313","ENSG00000286903.1","lncRNA","AC078874.1"
"59314","ENSG00000286904.1","lncRNA","AC093675.1"
"59315","ENSG00000286905.1","protein_coding","AC108488.2"
"59316","ENSG00000286906.1","lncRNA","AL160154.1"
"59317","ENSG00000286907.1","lncRNA","AC123512.1"
"59318","ENSG00000286908.1","lncRNA","AC006459.1"
"59319","ENSG00000286909.1","lncRNA","AC024560.4"
"59320","ENSG00000286910.1","lncRNA","AC087269.3"
"59321","ENSG00000286911.1","lncRNA","AC009533.3"
"59322","ENSG00000286912.1","lncRNA","AC006008.1"
"59323","ENSG00000286913.1","lncRNA","AC092943.2"
"59324","ENSG00000286914.1","lncRNA","AL365214.3"
"59325","ENSG00000286915.1","lncRNA","AC096992.3"
"59326","ENSG00000286916.1","processed_pseudogene","ABBA01045074.1"
"59327","ENSG00000286917.1","lncRNA","AC022308.1"
"59328","ENSG00000286918.1","lncRNA","AL035411.3"
"59329","ENSG00000286919.1","lncRNA","AC133681.1"
"59330","ENSG00000286920.2","protein_coding","SMIM40"
"59331","ENSG00000286921.1","lncRNA","AC004522.4"
"59332","ENSG00000286922.1","lncRNA","AC068787.2"
"59333","ENSG00000286923.1","lncRNA","AC004522.5"
"59334","ENSG00000286924.1","lncRNA","AL139815.1"
"59335","ENSG00000286926.1","lncRNA","AP002505.3"
"59336","ENSG00000286927.1","lncRNA","AC103955.1"
"59337","ENSG00000286928.1","lncRNA","AC012325.1"
"59338","ENSG00000286929.1","lncRNA","AL138954.1"
"59339","ENSG00000286931.1","lncRNA","AL136419.3"
"59340","ENSG00000286932.1","lncRNA","AC013716.1"
"59341","ENSG00000286933.1","lncRNA","AL022170.1"
"59342","ENSG00000286934.1","lncRNA","AC027251.1"
"59343","ENSG00000286935.1","lncRNA","AC079296.2"
"59344","ENSG00000286936.1","lncRNA","AL023913.1"
"59345","ENSG00000286937.1","lncRNA","AC055788.1"
"59346","ENSG00000286938.1","lncRNA","AC092849.2"
"59347","ENSG00000286939.1","lncRNA","U82671.1"
"59348","ENSG00000286940.1","lncRNA","MICB-DT"
"59349","ENSG00000286941.1","lncRNA","AC244250.4"
"59350","ENSG00000286942.1","lncRNA","AC017104.5"
"59351","ENSG00000286943.1","lncRNA","AP001992.2"
"59352","ENSG00000286944.1","lncRNA","AL137018.1"
"59353","ENSG00000286945.1","lncRNA","AL513478.4"
"59354","ENSG00000286946.1","lncRNA","AC024996.1"
"59355","ENSG00000286947.1","lncRNA","AC022467.2"
"59356","ENSG00000286948.1","lncRNA","AP000867.5"
"59357","ENSG00000286949.1","lncRNA","AC008969.2"
"59358","ENSG00000286950.1","lncRNA","AC087588.2"
"59359","ENSG00000286951.1","lncRNA","AL356113.1"
"59360","ENSG00000286952.1","lncRNA","AC093928.1"
"59361","ENSG00000286953.1","lncRNA","AC122697.1"
"59362","ENSG00000286954.1","lncRNA","AL033539.2"
"59363","ENSG00000286955.1","lncRNA","AC100858.3"
"59364","ENSG00000286956.1","lncRNA","AC117435.1"
"59365","ENSG00000286957.1","lncRNA","AC079776.5"
"59366","ENSG00000286958.1","lncRNA","AL365215.2"
"59367","ENSG00000286959.1","lncRNA","AC104383.1"
"59368","ENSG00000286960.1","lncRNA","AC009869.1"
"59369","ENSG00000286961.1","lncRNA","AC091938.1"
"59370","ENSG00000286962.1","lncRNA","AC027128.1"
"59371","ENSG00000286963.1","lncRNA","AC074096.1"
"59372","ENSG00000286964.1","lncRNA","AL136169.1"
"59373","ENSG00000286965.1","lncRNA","AC108066.2"
"59374","ENSG00000286966.1","lncRNA","AL137800.1"
"59375","ENSG00000286967.1","lncRNA","AC104167.1"
"59376","ENSG00000286968.1","unprocessed_pseudogene","FP325313.2"
"59377","ENSG00000286969.1","lncRNA","AC087369.2"
"59378","ENSG00000286970.1","lncRNA","AC010491.2"
"59379","ENSG00000286971.1","lncRNA","AC012508.3"
"59380","ENSG00000286972.1","lncRNA","AL035665.2"
"59381","ENSG00000286973.1","lncRNA","AC087490.1"
"59382","ENSG00000286974.1","lncRNA","AL662884.5"
"59383","ENSG00000286975.1","lncRNA","AP005136.4"
"59384","ENSG00000286976.1","lncRNA","AC084335.1"
"59385","ENSG00000286977.1","lncRNA","Z83745.1"
"59386","ENSG00000286978.1","lncRNA","AC107067.1"
"59387","ENSG00000286979.1","lncRNA","AC005234.2"
"59388","ENSG00000286980.1","lncRNA","AC020584.1"
"59389","ENSG00000286981.1","lncRNA","AL731553.1"
"59390","ENSG00000286982.1","lncRNA","AC016931.1"
"59391","ENSG00000286983.1","lncRNA","AC109635.5"
"59392","ENSG00000286984.1","lncRNA","AC090578.3"
"59393","ENSG00000286985.1","lncRNA","AC022239.2"
"59394","ENSG00000286986.1","lncRNA","AC026736.1"
"59395","ENSG00000286987.1","lncRNA","AC006478.1"
"59396","ENSG00000286988.1","lncRNA","AC024933.2"
"59397","ENSG00000286989.1","lncRNA","AL691432.4"
"59398","ENSG00000286990.1","lncRNA","AC016026.2"
"59399","ENSG00000286991.1","lncRNA","AC012157.3"
"59400","ENSG00000286992.1","lncRNA","AP001360.3"
"59401","ENSG00000286993.1","lncRNA","AC035139.2"
"59402","ENSG00000286994.1","lncRNA","AC069243.1"
"59403","ENSG00000286995.1","lncRNA","AC092448.1"
"59404","ENSG00000286996.1","lncRNA","AC099332.2"
"59405","ENSG00000286997.1","lncRNA","AC005856.1"
"59406","ENSG00000286998.1","lncRNA","AC103974.2"
"59407","ENSG00000286999.1","lncRNA","AL121581.3"
"59408","ENSG00000287000.1","lncRNA","AC024651.3"
"59409","ENSG00000287001.1","lncRNA","AC010624.5"
"59410","ENSG00000287002.1","unprocessed_pseudogene","AL589644.1"
"59411","ENSG00000287003.1","lncRNA","AC008674.1"
"59412","ENSG00000287004.1","lncRNA","AC007686.5"
"59413","ENSG00000287005.1","lncRNA","AC090018.2"
"59414","ENSG00000287006.1","lncRNA","AP003100.3"
"59415","ENSG00000287007.1","lncRNA","AC087683.3"
"59416","ENSG00000287008.1","lncRNA","AC099563.2"
"59417","ENSG00000287009.1","lncRNA","AC021037.1"
"59418","ENSG00000287010.1","lncRNA","AC130467.1"
"59419","ENSG00000287011.1","lncRNA","AC003077.1"
"59420","ENSG00000287012.1","lncRNA","AC108667.2"
"59421","ENSG00000287014.1","lncRNA","AC087883.2"
"59422","ENSG00000287015.1","lncRNA","AL161797.1"
"59423","ENSG00000287016.1","lncRNA","AC010996.1"
"59424","ENSG00000287017.1","lncRNA","AL591022.1"
"59425","ENSG00000287018.1","lncRNA","AL161717.1"
"59426","ENSG00000287019.1","lncRNA","AC095038.5"
"59427","ENSG00000287020.1","lncRNA","AC091074.3"
"59428","ENSG00000287021.1","lncRNA","AC097462.3"
"59429","ENSG00000287022.1","lncRNA","AC079841.2"
"59430","ENSG00000287023.1","lncRNA","AC018978.1"
"59431","ENSG00000287024.1","lncRNA","AL022162.1"
"59432","ENSG00000287025.1","lncRNA","AC079117.1"
"59433","ENSG00000287026.1","lncRNA","AC068616.2"
"59434","ENSG00000287027.1","lncRNA","AC004464.1"
"59435","ENSG00000287028.1","lncRNA","AP003973.3"
"59436","ENSG00000287029.1","lncRNA","AL162713.2"
"59437","ENSG00000287030.1","lncRNA","AC107032.3"
"59438","ENSG00000287031.1","lncRNA","AC093307.1"
"59439","ENSG00000287032.1","lncRNA","AC018647.3"
"59440","ENSG00000287033.1","lncRNA","AL590101.1"
"59441","ENSG00000287034.1","lncRNA","AL050402.2"
"59442","ENSG00000287035.1","lncRNA","AC138470.2"
"59443","ENSG00000287036.1","lncRNA","AC018802.1"
"59444","ENSG00000287037.1","lncRNA","AC097709.1"
"59445","ENSG00000287038.1","lncRNA","AL162388.2"
"59446","ENSG00000287039.1","lncRNA","AC006478.2"
"59447","ENSG00000287040.1","lncRNA","AL590560.5"
"59448","ENSG00000287041.1","lncRNA","AC079354.2"
"59449","ENSG00000287042.1","lncRNA","AC090945.1"
"59450","ENSG00000287043.1","lncRNA","AL392083.2"
"59451","ENSG00000287044.1","lncRNA","AL139106.1"
"59452","ENSG00000287045.1","lncRNA","AC072028.1"
"59453","ENSG00000287046.1","lncRNA","AC092810.3"
"59454","ENSG00000287047.1","lncRNA","AL133395.1"
"59455","ENSG00000287048.1","lncRNA","AC096589.2"
"59456","ENSG00000287049.1","lncRNA","AC124862.1"
"59457","ENSG00000287050.1","lncRNA","AL021917.1"
"59458","ENSG00000287051.1","lncRNA","AC121757.2"
"59459","ENSG00000287052.1","lncRNA","AC016240.1"
"59460","ENSG00000287053.1","lncRNA","AC107302.2"
"59461","ENSG00000287054.1","lncRNA","AC113410.5"
"59462","ENSG00000287055.1","lncRNA","AL359813.1"
"59463","ENSG00000287056.1","lncRNA","AL606970.5"
"59464","ENSG00000287057.1","lncRNA","AL358787.1"
"59465","ENSG00000287058.1","lncRNA","AC026271.4"
"59466","ENSG00000287059.1","lncRNA","AC090004.2"
"59467","ENSG00000287060.1","lncRNA","AC021220.2"
"59468","ENSG00000287061.1","lncRNA","AC124248.2"
"59469","ENSG00000287062.1","lncRNA","AL121582.1"
"59470","ENSG00000287063.1","lncRNA","AL356489.3"
"59471","ENSG00000287064.1","lncRNA","AL606500.1"
"59472","ENSG00000287065.1","lncRNA","AP005209.2"
"59473","ENSG00000287066.1","lncRNA","AP000962.3"
"59474","ENSG00000287067.1","transcribed_processed_pseudogene","AC106791.3"
"59475","ENSG00000287068.1","lncRNA","AP004606.1"
"59476","ENSG00000287069.1","lncRNA","AC061958.1"
"59477","ENSG00000287070.1","lncRNA","AL499604.1"
"59478","ENSG00000287071.1","transcribed_unprocessed_pseudogene","CDRT15P4"
"59479","ENSG00000287072.1","lncRNA","AC021134.2"
"59480","ENSG00000287073.1","lncRNA","AC106706.2"
"59481","ENSG00000287074.1","lncRNA","AC137561.1"
"59482","ENSG00000287075.1","lncRNA","AC126468.1"
"59483","ENSG00000287076.1","lncRNA","AC092805.1"
"59484","ENSG00000287077.1","lncRNA","AL157893.2"
"59485","ENSG00000287078.1","lncRNA","AL513218.2"
"59486","ENSG00000287079.1","lncRNA","AL109806.2"
"59487","ENSG00000287080.2","protein_coding","H3C3"
"59488","ENSG00000287081.1","lncRNA","AC104656.1"
"59489","ENSG00000287082.1","lncRNA","AP001042.3"
"59490","ENSG00000287083.1","lncRNA","AC108169.1"
"59491","ENSG00000287084.1","lncRNA","AL355337.1"
"59492","ENSG00000287085.1","lncRNA","AC012066.1"
"59493","ENSG00000287086.1","lncRNA","AC034193.1"
"59494","ENSG00000287087.1","lncRNA","AC025175.2"
"59495","ENSG00000287088.1","lncRNA","AP001066.1"
"59496","ENSG00000287089.1","lncRNA","AL138889.3"
"59497","ENSG00000287090.1","lncRNA","AC116345.4"
"59498","ENSG00000287091.1","lncRNA","AC009961.3"
"59499","ENSG00000287092.1","lncRNA","AL589693.1"
"59500","ENSG00000287093.1","lncRNA","AC003093.1"
"59501","ENSG00000287094.1","lncRNA","AL049552.2"
"59502","ENSG00000287095.1","lncRNA","AF228727.1"
"59503","ENSG00000287096.1","lncRNA","AC005165.3"
"59504","ENSG00000287097.1","lncRNA","AL590550.1"
"59505","ENSG00000287098.1","lncRNA","AC092473.2"
"59506","ENSG00000287099.1","lncRNA","AL121750.1"
"59507","ENSG00000287100.1","lncRNA","AL078600.1"
"59508","ENSG00000287101.1","lncRNA","AC093772.2"
"59509","ENSG00000287102.1","lncRNA","AL356361.3"
"59510","ENSG00000287103.1","lncRNA","AL512638.3"
"59511","ENSG00000287104.1","lncRNA","AC097382.3"
"59512","ENSG00000287105.1","lncRNA","AC090577.1"
"59513","ENSG00000287106.1","lncRNA","AC106743.1"
"59514","ENSG00000287107.1","lncRNA","AL136102.1"
"59515","ENSG00000287108.1","lncRNA","AC023302.2"
"59516","ENSG00000287109.1","lncRNA","AP000224.1"
"59517","ENSG00000287110.1","lncRNA","AC112484.5"
"59518","ENSG00000287111.1","unprocessed_pseudogene","AL117187.2"
"59519","ENSG00000287112.1","lncRNA","AC068787.3"
"59520","ENSG00000287113.1","lncRNA","AL139289.2"
"59521","ENSG00000287114.1","lncRNA","AC104024.3"
"59522","ENSG00000287115.1","lncRNA","AC009951.6"
"59523","ENSG00000287116.1","lncRNA","AC104335.2"
"59524","ENSG00000287117.1","lncRNA","AC105916.1"
"59525","ENSG00000287118.1","lncRNA","AC008056.3"
"59526","ENSG00000287119.1","lncRNA","AC092580.4"
"59527","ENSG00000287120.1","lncRNA","AL138773.1"
"59528","ENSG00000287121.1","lncRNA","AC007220.2"
"59529","ENSG00000287122.1","lncRNA","AC026495.2"
"59530","ENSG00000287123.1","lncRNA","AC007880.1"
"59531","ENSG00000287124.1","lncRNA","AL512603.2"
"59532","ENSG00000287125.1","lncRNA","AC018695.9"
"59533","ENSG00000287126.1","lncRNA","AC108488.3"
"59534","ENSG00000287127.1","lncRNA","AC009879.4"
"59535","ENSG00000287128.1","lncRNA","AL445238.2"
"59536","ENSG00000287129.1","lncRNA","AC097500.1"
"59537","ENSG00000287130.1","lncRNA","AC068616.3"
"59538","ENSG00000287131.1","lncRNA","AC096970.1"
"59539","ENSG00000287132.1","lncRNA","AC092881.2"
"59540","ENSG00000287133.1","lncRNA","AC007279.1"
"59541","ENSG00000287134.1","lncRNA","AC106845.1"
"59542","ENSG00000287135.1","lncRNA","AC010884.1"
"59543","ENSG00000287136.1","lncRNA","AC073578.5"
"59544","ENSG00000287137.1","lncRNA","AL391538.1"
"59545","ENSG00000287138.1","lncRNA","AL022726.1"
"59546","ENSG00000287139.1","lncRNA","AL513317.1"
"59547","ENSG00000287140.1","lncRNA","AC066595.2"
"59548","ENSG00000287141.1","lncRNA","AC093675.2"
"59549","ENSG00000287142.1","lncRNA","AL355053.1"
"59550","ENSG00000287143.1","lncRNA","AC117480.1"
"59551","ENSG00000287144.1","lncRNA","AC097511.1"
"59552","ENSG00000287145.1","lncRNA","AC009413.1"
"59553","ENSG00000287146.1","lncRNA","AC000085.1"
"59554","ENSG00000287147.1","lncRNA","AC023468.1"
"59555","ENSG00000287148.1","lncRNA","LINCADL"
"59556","ENSG00000287149.1","lncRNA","AC092640.1"
"59557","ENSG00000287150.1","lncRNA","AL139340.1"
"59558","ENSG00000287151.1","lncRNA","C2orf27A"
"59559","ENSG00000287152.1","lncRNA","AC099685.1"
"59560","ENSG00000287153.1","lncRNA","AL161851.1"
"59561","ENSG00000287154.1","lncRNA","AC005599.1"
"59562","ENSG00000287155.1","lncRNA","AC022215.2"
"59563","ENSG00000287156.1","lncRNA","AL138479.2"
"59564","ENSG00000287157.1","lncRNA","AL034351.3"
"59565","ENSG00000287158.1","lncRNA","AC117464.1"
"59566","ENSG00000287159.1","lncRNA","AL356737.2"
"59567","ENSG00000287160.1","lncRNA","Z82195.3"
"59568","ENSG00000287161.1","lncRNA","AC093519.2"
"59569","ENSG00000287162.1","lncRNA","AC108482.2"
"59570","ENSG00000287163.1","lncRNA","AC018558.6"
"59571","ENSG00000287164.1","lncRNA","AC112254.1"
"59572","ENSG00000287165.1","lncRNA","AL078621.2"
"59573","ENSG00000287166.1","lncRNA","AC104561.4"
"59574","ENSG00000287167.1","lncRNA","AL133313.1"
"59575","ENSG00000287168.1","lncRNA","AL512625.3"
"59576","ENSG00000287169.1","lncRNA","AC107050.1"
"59577","ENSG00000287170.1","lncRNA","AC010327.8"
